timestamp,open,high,low,close,volume,barCount,wap
20230103 08:30:00 US/Central,3915.0,3915.0,3915.0,3915.0,0,0,3915
20230103 08:31:00 US/Central,3910.0,3910.5,3907.25,3910.5,10,5,3909.425
20230103 08:32:00 US/Central,3911.0,3911.0,3911.0,3911.0,1,1,3911
20230103 08:33:00 US/Central,3915.0,3917.5,3915.0,3917.5,2,2,3916.25
20230103 08:34:00 US/Central,3920.25,3920.25,3920.25,3920.25,1,1,3920.25
20230103 08:35:00 US/Central,3920.0,3920.0,3920.0,3920.0,1,1,3920
20230103 08:36:00 US/Central,3920.0,3920.0,3920.0,3920.0,0,0,3920
20230103 08:37:00 US/Central,3920.0,3920.0,3920.0,3920.0,0,0,3920
20230103 08:38:00 US/Central,3917.75,3917.75,3917.75,3917.75,1,1,3917.75
20230103 08:39:00 US/Central,3917.75,3917.75,3917.75,3917.75,0,0,3917.75
20230103 08:40:00 US/Central,3923.75,3928.0,3922.5,3928.0,7,5,3923.5
20230103 08:41:00 US/Central,3930.0,3932.25,3930.0,3932.25,2,2,3931.125
20230103 08:42:00 US/Central,3933.25,3934.25,3933.25,3934.25,3,3,3933.825
20230103 08:43:00 US/Central,3932.5,3932.5,3931.25,3931.25,2,2,3931.875
20230103 08:44:00 US/Central,3924.0,3924.0,3924.0,3924.0,1,1,3924
20230103 08:45:00 US/Central,3921.5,3921.5,3914.25,3915.25,8,6,3919.375
20230103 08:46:00 US/Central,3912.75,3914.0,3912.75,3914.0,2,2,3913.375
20230103 08:47:00 US/Central,3915.0,3915.0,3910.75,3910.75,2,2,3912.875
20230103 08:48:00 US/Central,3905.0,3905.25,3902.75,3905.25,40,14,3903.85
20230103 08:49:00 US/Central,3900.75,3904.0,3900.75,3904.0,2,2,3902.375
20230103 08:50:00 US/Central,3906.5,3907.25,3906.5,3907.25,2,2,3906.875
20230103 08:51:00 US/Central,3907.25,3907.25,3907.25,3907.25,0,0,3907.25
20230103 08:52:00 US/Central,3906.0,3906.0,3897.75,3897.75,2,2,3901.875
20230103 08:53:00 US/Central,3898.5,3898.5,3898.0,3898.0,6,2,3898.075
20230103 08:54:00 US/Central,3898.0,3898.0,3898.0,3898.0,0,0,3898
20230103 08:55:00 US/Central,3895.0,3895.0,3890.5,3890.5,4,4,3892.2
20230103 08:56:00 US/Central,3890.5,3890.5,3890.5,3890.5,0,0,3890.5
20230103 08:57:00 US/Central,3890.5,3890.5,3890.5,3890.5,0,0,3890.5
20230103 08:58:00 US/Central,3890.75,3890.75,3890.0,3890.0,4,2,3890.2
20230103 08:59:00 US/Central,3887.0,3887.0,3887.0,3887.0,1,1,3887
20230103 09:00:00 US/Central,3893.0,3893.0,3892.25,3892.25,2,2,3892.625
20230103 09:01:00 US/Central,3894.5,3894.5,3894.0,3894.0,2,2,3894.25
20230103 09:02:00 US/Central,3893.0,3893.25,3893.0,3893.25,6,2,3893.175
20230103 09:03:00 US/Central,3893.25,3893.25,3893.25,3893.25,0,0,3893.25
20230103 09:04:00 US/Central,3894.75,3894.75,3892.0,3892.0,2,2,3893.375
20230103 09:05:00 US/Central,3892.0,3892.0,3892.0,3892.0,0,0,3892
20230103 09:06:00 US/Central,3892.0,3892.0,3892.0,3892.0,0,0,3892
20230103 09:07:00 US/Central,3891.75,3891.75,3891.75,3891.75,1,1,3891.75
