timestamp,open,high,low,close,volume,barCount,wap
20230102 10:14:00 Japan,299.75,299.8,299.75,299.8,4,3,299.775
20230102 10:15:00 Japan,299.8,299.8,299.8,299.8,0,0,299.8
20230102 10:16:00 Japan,299.8,299.8,299.8,299.8,0,0,299.8
20230102 10:17:00 Japan,300.2,300.2,300.2,300.2,1,1,300.2
20230102 10:18:00 Japan,300.2,300.2,300.2,300.2,0,0,300.2
20230102 10:19:00 Japan,300.0,300.0,300.0,300.0,1,1,300
20230102 10:20:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:21:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:22:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:23:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:24:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:25:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:26:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:27:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:28:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:29:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:30:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:31:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:32:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:33:00 Japan,300.0,300.0,300.0,300.0,0,0,300
20230102 10:34:00 Japan,299.55,299.55,299.55,299.55,2,1,299.55
20230102 10:35:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:36:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:37:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:38:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:39:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:40:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:41:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:42:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:43:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:44:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:45:00 Japan,299.55,299.55,299.55,299.55,2,1,299.55
20230102 10:46:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:47:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:48:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:49:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:50:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:51:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:52:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:53:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:54:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:55:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:56:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:57:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:58:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 10:59:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 11:00:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 11:01:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 11:02:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 11:03:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 11:04:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 11:05:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
20230102 11:06:00 Japan,299.55,299.55,299.55,299.55,0,0,299.55
